version,2.1.0
info,balls_per_over,6
info,team,South Africa
info,team,New Zealand
info,gender,male
info,season,2012/13
info,date,2013/01/19
info,event,New Zealand in South Africa ODI Series
info,match_number,1
info,venue,Boland Park
info,city,Paarl
info,toss_winner,New Zealand
info,toss_decision,field
info,player_of_match,JEC Franklin
info,umpire,Enamul Haque
info,umpire,S George
info,reserve_umpire,JD Cloete
info,tv_umpire,Aleem Dar
info,match_referee,DC Boon
info,winner,New Zealand
info,winner_wickets,1
info,player,New Zealand,RJ Nicol
info,player,New Zealand,MJ Guptill
info,player,New Zealand,BJ Watling
info,player,New Zealand,KS Williamson
info,player,New Zealand,BB McCullum
info,player,New Zealand,GD Elliott
info,player,New Zealand,JEC Franklin
info,player,New Zealand,JDS Neesham
info,player,New Zealand,NL McCullum
info,player,New Zealand,KD Mills
info,player,New Zealand,MJ McClenaghan
info,player,South Africa,HM Amla
info,player,South Africa,GC Smith
info,player,South Africa,CA Ingram
info,player,South Africa,AB de Villiers
info,player,South Africa,F du Plessis
info,player,South Africa,Q de Kock
info,player,South Africa,R McLaren
info,player,South Africa,RJ Peterson
info,player,South Africa,RK Kleinveldt
info,player,South Africa,DW Steyn
info,player,South Africa,LL Tsotsobe
info,registry,people,AB de Villiers,c4487b84
info,registry,people,Aleem Dar,f02778d1
info,registry,people,BB McCullum,b8a55852
info,registry,people,BJ Watling,928670cc
info,registry,people,CA Ingram,c995d726
info,registry,people,DC Boon,e79a1fe3
info,registry,people,DW Steyn,8fd1a8f5
info,registry,people,Enamul Haque,2ae9be7f
info,registry,people,F du Plessis,3355b542
info,registry,people,GC Smith,72861603
info,registry,people,GD Elliott,c03449e0
info,registry,people,HM Amla,e798611a
info,registry,people,JD Cloete,b0419f8c
info,registry,people,JDS Neesham,9219eff0
info,registry,people,JEC Franklin,cf73ad76
info,registry,people,KD Mills,7fb32e5b
info,registry,people,KS Williamson,d027ba9f
info,registry,people,LL Tsotsobe,12bffe91
info,registry,people,MJ Guptill,2be41edb
info,registry,people,MJ McClenaghan,51a3c5ef
info,registry,people,NL McCullum,5673a3fc
info,registry,people,Q de Kock,372455c4
info,registry,people,R McLaren,c654af19
info,registry,people,RJ Nicol,8d8c24fd
info,registry,people,RJ Peterson,26ff4c29
info,registry,people,RK Kleinveldt,7955eb15
info,registry,people,S George,6d9e5a54
