match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,0.1,Windward Islands,Jamaica,M Edward,SN Adams,CA Henry,1,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,0.2,Windward Islands,Jamaica,SN Adams,M Edward,CA Henry,0,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,0.3,Windward Islands,Jamaica,SN Adams,M Edward,CA Henry,0,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,0.4,Windward Islands,Jamaica,SN Adams,M Edward,CA Henry,0,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,0.5,Windward Islands,Jamaica,SN Adams,M Edward,CA Henry,0,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,0.6,Windward Islands,Jamaica,SN Adams,M Edward,CA Henry,0,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,1.1,Windward Islands,Jamaica,M Edward,SN Adams,VN Watts,4,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,1.2,Windward Islands,Jamaica,M Edward,SN Adams,VN Watts,0,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,1.3,Windward Islands,Jamaica,M Edward,SN Adams,VN Watts,0,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,1.4,Windward Islands,Jamaica,M Edward,SN Adams,VN Watts,0,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,1.5,Windward Islands,Jamaica,M Edward,SN Adams,VN Watts,1,0,,,,,,,,,
wi_211973,2022,2022-06-20,"Guyana National Stadium, Providence",1,1.6,Windward Islands,Jamaica,SN Adams,M Edward,VN Watts,0,0,,,,,,,,,
